"Promotion ID","Advertiser","Advertiser ID","Type","Code","Description","Starts","Ends","Categories","Regions","Terms","Deeplink Tracking","Deeplink","Commission Groups","Commission","Exclusive","Date Added","Title","Campaign"
"4121323","Kabum BR","17729","promotion","","Bateria Selada Unipower, Para Nobreak E Sistemas De Monitoramento E Segurança, 12v, 7.0ah, Preto - Up1270seg","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F149197","https://www.kabum.com.br/produto/149197","","","no","22/09/2026 16:22:16","Bateria Selada Unipower, Para Nobreak E Sistemas De Monitoramento E Segurança, 12v, 7.0ah, Preto - Up1270seg",""
"4121322","Kabum BR","17729","promotion","","Fan 120mm Round5 Nordwind Forward Argb Preto R5-Nordwind-Fw-B-2196","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F941668","https://www.kabum.com.br/produto/941668","","","no","22/09/2026 16:22:06","Fan 120mm Round5 Nordwind Forward Argb Preto R5-Nordwind-Fw-B-2196",""
"4121321","Kabum BR","17729","promotion","","Memória Xpg Spectrix D35g Rgb, 16gb, 1x16gb, 3200mhz, Ddr4, Preto","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F495636","https://www.kabum.com.br/produto/495636","","","no","22/09/2026 16:21:57","Memória Xpg Spectrix D35g Rgb, 16gb, 1x16gb, 3200mhz, Ddr4, Preto",""
"4121320","Kabum BR","17729","promotion","","Gabinete Gamer Duex Aquario, Mid-Tower, Lateral E Frontal De Vidro, Preto, Sem Fan - Dxga275bk","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F1012384","https://www.kabum.com.br/produto/1012384","","","no","22/09/2026 16:21:48","Gabinete Gamer Duex Aquario, Mid-Tower, Lateral E Frontal De Vidro, Preto, Sem Fan - Dxga275bk",""
"4121319","Kabum BR","17729","promotion","","Microfone Gamer Fifine Ampligame, Am8, Usb, Rgb, Preto","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F579914","https://www.kabum.com.br/produto/579914","","","no","22/09/2026 16:21:39","Microfone Gamer Fifine Ampligame, Am8, Usb, Rgb, Preto",""
"4121318","Kabum BR","17729","promotion","","Pasta Térmica, Thermal Grizzly Kryonaut Ultra Performance, Condutividade Térmica, 1g, Cinza Claro","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F365757","https://www.kabum.com.br/produto/365757","","","no","22/09/2026 16:21:31","Pasta Térmica, Thermal Grizzly Kryonaut Ultra Performance, Condutividade Térmica, 1g, Cinza Claro",""
"4121317","Kabum BR","17729","promotion","","Cadeira Gamer Mymax Mx7, Até 150kg, Giratória, Preto E Azul","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F265787","https://www.kabum.com.br/produto/265787","","","no","22/09/2026 16:21:22","Cadeira Gamer Mymax Mx7, Até 150kg, Giratória, Preto E Azul",""
"4121316","Kabum BR","17729","promotion","","Kit Com 3 Ventoinhas Rise Mode Aura Frost Pro, 120mm, Argb, Branco - Rm-Cf-02-Argb","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F622099","https://www.kabum.com.br/produto/622099","","","no","22/09/2026 16:21:13","Kit Com 3 Ventoinhas Rise Mode Aura Frost Pro, 120mm, Argb, Branco - Rm-Cf-02-Argb",""
"4121315","Kabum BR","17729","promotion","","Placa De Video 1gb Geforce G210 Ddr3 64bit Vga/Hdmi/Dvi Gpuvk2101gblp0k3 Vinik","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F1032268","https://www.kabum.com.br/produto/1032268","","","no","22/09/2026 16:21:04","Placa De Video 1gb Geforce G210 Ddr3 64bit Vga/Hdmi/Dvi Gpuvk2101gblp0k3 Vinik",""
"4121313","Kabum BR","17729","promotion","","Monitor Mymax 19"" Hd Led, 60hz, 3.6ms, Hdmi, Vga, Preto","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F396492","https://www.kabum.com.br/produto/396492","","","no","22/09/2026 16:20:56","Monitor Mymax 19"" Hd Led, 60hz, 3.6ms, Hdmi, Vga, Preto",""
"4121312","Kabum BR","17729","promotion","","Placa Mãe Asus Prime H610m-Cs D4, Intel Lga 1700, Matx, Ddr4 - Prime H610m-Cs D4","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F707813","https://www.kabum.com.br/produto/707813","","","no","22/09/2026 16:20:48","Placa Mãe Asus Prime H610m-Cs D4, Intel Lga 1700, Matx, Ddr4 - Prime H610m-Cs D4",""
"4121311","Kabum BR","17729","promotion","","Notebook Vaio Fe16 Amd® Ryzen 7-5825u Linux 32gb Ram 512gb Ssd 16"" Ips Wuxga Antirreflexo - Cinza Grafite","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F782020","https://www.kabum.com.br/produto/782020","","","no","22/09/2026 16:20:39","Notebook Vaio Fe16 Amd® Ryzen 7-5825u Linux 32gb Ram 512gb Ssd 16"" Ips Wuxga Antirreflexo - Cinza Grafite",""
"4121310","Kabum BR","17729","promotion","","Access Point Tp-Link Eap245, 1750 Mbps, Dual Band, 2.4ghz E 5ghz, Gigabit, Montável Em Teto Ou Parede, Branco","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F189678","https://www.kabum.com.br/produto/189678","","","no","22/09/2026 16:20:29","Access Point Tp-Link Eap245, 1750 Mbps, Dual Band, 2.4ghz E 5ghz, Gigabit, Montável Em Teto Ou Parede, Branco",""
"4121309","Kabum BR","17729","promotion","","Switch Hp Aruba Instant On 1830, Gerenciável, 2 Sfp, 24 Portas, Branco - Jl812a","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F397986","https://www.kabum.com.br/produto/397986","","","no","22/09/2026 16:20:19","Switch Hp Aruba Instant On 1830, Gerenciável, 2 Sfp, 24 Portas, Branco - Jl812a",""
"4121308","Kabum BR","17729","promotion","","Kit C/ 3 Ventoinhas Rise Mode Energy 120mm Argb Preto - Fn-02-Rgb-5v","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F173008","https://www.kabum.com.br/produto/173008","","","no","22/09/2026 16:20:11","Kit C/ 3 Ventoinhas Rise Mode Energy 120mm Argb Preto - Fn-02-Rgb-5v",""
"4121307","Kabum BR","17729","promotion","","Monitor Vx Pro, 19 Pol, Led, 60hz, 5ms, Hdmi/Vga, Vx190x","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F531294","https://www.kabum.com.br/produto/531294","","","no","22/09/2026 16:20:01","Monitor Vx Pro, 19 Pol, Led, 60hz, 5ms, Hdmi/Vga, Vx190x",""
"4121306","Kabum BR","17729","promotion","","Pc Cpu Intel Core I7 4º+ 16gb Ram+ Ssd 240gb+Wifi+Win 11","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F871698","https://www.kabum.com.br/produto/871698","","","no","22/09/2026 16:19:52","Pc Cpu Intel Core I7 4º+ 16gb Ram+ Ssd 240gb+Wifi+Win 11",""
"4121305","Kabum BR","17729","promotion","","Monitor Acer 23.8"" Ek241y Gbi Full Hd Led Ips 120 Hz 1 Ms","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F775956","https://www.kabum.com.br/produto/775956","","","no","22/09/2026 16:19:43","Monitor Acer 23.8"" Ek241y Gbi Full Hd Led Ips 120 Hz 1 Ms",""
"4121304","Kabum BR","17729","promotion","","Switch Tp-Link Jetstream, 24 Portas Gigabit, 4 Portas Sfp, Gerenciável - Tl-Sg3428","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F190124","https://www.kabum.com.br/produto/190124","","","no","22/09/2026 16:19:34","Switch Tp-Link Jetstream, 24 Portas Gigabit, 4 Portas Sfp, Gerenciável - Tl-Sg3428",""
"4121303","Kabum BR","17729","promotion","","Memória Ram Kingston 8gb Ddr3l 1600mhz Kvr16ls11/8 1.35v So-Dimm – Notebook","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F906025","https://www.kabum.com.br/produto/906025","","","no","22/09/2026 16:19:25","Memória Ram Kingston 8gb Ddr3l 1600mhz Kvr16ls11/8 1.35v So-Dimm – Notebook",""
"4121302","Kabum BR","17729","promotion","","Memória Kingston Fury Beast, 16gb, 5200mhz, Ddr5, Cl40, Preto - Kf552c40bb-16","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F312878","https://www.kabum.com.br/produto/312878","","","no","22/09/2026 16:19:17","Memória Kingston Fury Beast, 16gb, 5200mhz, Ddr5, Cl40, Preto - Kf552c40bb-16",""
"4121301","Kabum BR","17729","promotion","","Smartphone Samsung Galaxy A56 5g 8gb 256gb 50mp 6.7 Preto","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F734577","https://www.kabum.com.br/produto/734577","","","no","22/09/2026 16:19:08","Smartphone Samsung Galaxy A56 5g 8gb 256gb 50mp 6.7 Preto",""
"4121300","Kabum BR","17729","promotion","","Teclado Multimídia Dell Kb216 - Em Português","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F203669","https://www.kabum.com.br/produto/203669","","","no","22/09/2026 16:18:59","Teclado Multimídia Dell Kb216 - Em Português",""
"4121299","Kabum BR","17729","promotion","","Monitor Pcfort F2130 21,5"" Led Full Hd Vga - Hdmi - Vesa","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F690601","https://www.kabum.com.br/produto/690601","","","no","22/09/2026 16:18:51","Monitor Pcfort F2130 21,5"" Led Full Hd Vga - Hdmi - Vesa",""
"4121298","Kabum BR","17729","promotion","","Monitor Gamer Lg 23.8"" Led Fhd, 60hz, 5ms, Ips, Vga, Hdmi, Dp - 24bl550j","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F358329","https://www.kabum.com.br/produto/358329","","","no","22/09/2026 16:18:42","Monitor Gamer Lg 23.8"" Led Fhd, 60hz, 5ms, Ips, Vga, Hdmi, Dp - 24bl550j",""
"4121297","Kabum BR","17729","promotion","","Memória Ram Rise Mode, 8gb, 1600mhz, Ddr3, Cl11 - Rm-D3-8g1600v","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F175054","https://www.kabum.com.br/produto/175054","","","no","22/09/2026 16:18:33","Memória Ram Rise Mode, 8gb, 1600mhz, Ddr3, Cl11 - Rm-D3-8g1600v",""
"4121296","Kabum BR","17729","promotion","","Ssd Adata Su650 480gb Sata Iii 2.5"" - Asu650ss-480gt-R","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F278465","https://www.kabum.com.br/produto/278465","","","no","22/09/2026 16:18:24","Ssd Adata Su650 480gb Sata Iii 2.5"" - Asu650ss-480gt-R",""
"4121295","Kabum BR","17729","promotion","","Placa-Mãe Gigabyte B650m Aorus Elite, Amd Am5, Micro Atx, Ddr5","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F452846","https://www.kabum.com.br/produto/452846","","","no","22/09/2026 16:18:16","Placa-Mãe Gigabyte B650m Aorus Elite, Amd Am5, Micro Atx, Ddr5",""
"4121294","Kabum BR","17729","promotion","","Smartphone Motorola Edge 60 Pro 5g - Azul, 256gb, Ram 24gb (12gb Ram+12gb Ram Boost), Câmera 50mp E Tela De 6,7""","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F881382","https://www.kabum.com.br/produto/881382","","","no","22/09/2026 16:18:06","Smartphone Motorola Edge 60 Pro 5g - Azul, 256gb, Ram 24gb (12gb Ram+12gb Ram Boost), Câmera 50mp E Tela De 6,7""",""
"4121293","Kabum BR","17729","promotion","","Mouse Gamer Sem Fio Razer Basilisk V3 Pro, Chroma, 11 Botões Programáveis, 30000 Dpi, Black - Preto","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F472404","https://www.kabum.com.br/produto/472404","","","no","22/09/2026 16:17:56","Mouse Gamer Sem Fio Razer Basilisk V3 Pro, Chroma, 11 Botões Programáveis, 30000 Dpi, Black - Preto",""
"4121292","Kabum BR","17729","promotion","","Kit Com 3 Ventoinhas Rise Mode Aura Pro Black Argb 120mm Preto - Rm-Aub-02-Argb","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F624371","https://www.kabum.com.br/produto/624371","","","no","22/09/2026 16:17:46","Kit Com 3 Ventoinhas Rise Mode Aura Pro Black Argb 120mm Preto - Rm-Aub-02-Argb",""
"4121291","Kabum BR","17729","promotion","","Processador Intel I7 12700 12ª Geração, 2.1ghz (Turbo 4.90ghz), Cache 25mb, Dual Core, 20 Threads, Lga 1700 - Bx8071512700","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F339790","https://www.kabum.com.br/produto/339790","","","no","22/09/2026 16:17:37","Processador Intel I7 12700 12ª Geração, 2.1ghz (Turbo 4.90ghz), Cache 25mb, Dual Core, 20 Threads, Lga 1700 - Bx8071512700",""
"4121290","Kabum BR","17729","promotion","","Controle Sem Fio Xbox, Cabo Usb-C Para Xbox E Pc, Preto - 1v8-00013","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F211845","https://www.kabum.com.br/produto/211845","","","no","22/09/2026 16:17:26","Controle Sem Fio Xbox, Cabo Usb-C Para Xbox E Pc, Preto - 1v8-00013",""
"4121289","Kabum BR","17729","promotion","","Teclado Mecânico Gamer Wooting 60he+, Rgb, 61 Teclas, Layout 60%, Cabo Removível","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F507595","https://www.kabum.com.br/produto/507595","","","no","22/09/2026 16:17:16","Teclado Mecânico Gamer Wooting 60he+, Rgb, 61 Teclas, Layout 60%, Cabo Removível",""
"4121288","Kabum BR","17729","promotion","","Ventoinha Rise Mode, 120mm, Preto - Rm-Bk-01-Fb","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F483582","https://www.kabum.com.br/produto/483582","","","no","22/09/2026 16:17:07","Ventoinha Rise Mode, 120mm, Preto - Rm-Bk-01-Fb",""
"4121287","Kabum BR","17729","promotion","","Air Cooler Para Processador Deepcool Ag400 Bk Argb V2, 120mm, Intel-Amd, Preto, R-Ag400-Bkammn-Gjd","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F1003773","https://www.kabum.com.br/produto/1003773","","","no","22/09/2026 16:16:57","Air Cooler Para Processador Deepcool Ag400 Bk Argb V2, 120mm, Intel-Amd, Preto, R-Ag400-Bkammn-Gjd",""
"4121286","Kabum BR","17729","promotion","","Monitor Gamer Pcfort H238f 165hz 24'' Led Full Hd Freesync Hdmi Display Port Vesa","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F451575","https://www.kabum.com.br/produto/451575","","","no","22/09/2026 16:16:48","Monitor Gamer Pcfort H238f 165hz 24'' Led Full Hd Freesync Hdmi Display Port Vesa",""
"4121285","Kabum BR","17729","promotion","","Webcam Logitech C270 Hd, 720p, Microfone Integrado, Usb 2.0 Com 3mp - Cinza/Preta","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F677167","https://www.kabum.com.br/produto/677167","","","no","22/09/2026 16:16:38","Webcam Logitech C270 Hd, 720p, Microfone Integrado, Usb 2.0 Com 3mp - Cinza/Preta",""
"4121284","Kabum BR","17729","promotion","","Câmera Sony Zv-E10 Mirrorless 4k, Lente 16-50mm, Preta","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F381291","https://www.kabum.com.br/produto/381291","","","no","22/09/2026 16:16:28","Câmera Sony Zv-E10 Mirrorless 4k, Lente 16-50mm, Preta",""
"4121283","Kabum BR","17729","promotion","","Cabo Lan U/Utp Cat.5e 24 Awg, 4 Pares, Cmx 305m, 100% Cobre, Azul","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F171619","https://www.kabum.com.br/produto/171619","","","no","22/09/2026 16:16:18","Cabo Lan U/Utp Cat.5e 24 Awg, 4 Pares, Cmx 305m, 100% Cobre, Azul",""
"4121282","Kabum BR","17729","promotion","","Fonte Corsair Cx550w 80 Plus Bronze Atx Preta","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F884406","https://www.kabum.com.br/produto/884406","","","no","22/09/2026 16:16:07","Fonte Corsair Cx550w 80 Plus Bronze Atx Preta",""
"4121281","Kabum BR","17729","promotion","","Notebook Lenovo Ideapad Slim 3 15irh10 Intel Core I7-13620h 24gb 512gb Ssd Windows 11 15.3"" - 83ns0008br Luna Grey","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F883578","https://www.kabum.com.br/produto/883578","","","no","22/09/2026 16:15:56","Notebook Lenovo Ideapad Slim 3 15irh10 Intel Core I7-13620h 24gb 512gb Ssd Windows 11 15.3"" - 83ns0008br Luna Grey",""
"4121280","Kabum BR","17729","promotion","","Access Point Tp-Link Eap650, Wi-Fi 6, 2.976 Mbps, Dual Band, Ax3000, Teto","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F377683","https://www.kabum.com.br/produto/377683","","","no","22/09/2026 16:15:47","Access Point Tp-Link Eap650, Wi-Fi 6, 2.976 Mbps, Dual Band, Ax3000, Teto",""
"4121279","Kabum BR","17729","promotion","","Hd Seagate 8tb Ironwolf, Nas, 7200 Rpm, Cachê 256mb, Sata 3 - St8000vn004","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F163083","https://www.kabum.com.br/produto/163083","","","no","22/09/2026 16:15:36","Hd Seagate 8tb Ironwolf, Nas, 7200 Rpm, Cachê 256mb, Sata 3 - St8000vn004",""
"4121278","Kabum BR","17729","promotion","","Fonte De Alimentação Msi Mag A650bnl White 650w 80 Plus Bronze Pfc Ativo Branco","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F1048099","https://www.kabum.com.br/produto/1048099","","","no","22/09/2026 16:15:26","Fonte De Alimentação Msi Mag A650bnl White 650w 80 Plus Bronze Pfc Ativo Branco",""
"4121277","Kabum BR","17729","promotion","","Pc Gamer Neologic Ryzen 5 5600gt, 16gb Ram 3200mhz, Placa Radeon Vega 7, Ssd 480gb, Windows 11 + Monitor 24"" 100hz + Kit Gamer","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F630436","https://www.kabum.com.br/produto/630436","","","no","22/09/2026 16:15:16","Pc Gamer Neologic Ryzen 5 5600gt, 16gb Ram 3200mhz, Placa Radeon Vega 7, Ssd 480gb, Windows 11 + Monitor 24"" 100hz + Kit Gamer",""
"4121276","Kabum BR","17729","promotion","","Mouse Gamer Sem Fio Razer Naga V2 Hyperspeed 21 Botões 30k Dpi","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F1021426","https://www.kabum.com.br/produto/1021426","","","no","22/09/2026 16:15:06","Mouse Gamer Sem Fio Razer Naga V2 Hyperspeed 21 Botões 30k Dpi",""
"4121275","Kabum BR","17729","promotion","","Monitor Concórdia Gamer Curvo Cz238f 23.8"", 100hz, Led Full Hd, Hdmi, Vga, Srgb 99%","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F504128","https://www.kabum.com.br/produto/504128","","","no","22/09/2026 16:14:54","Monitor Concórdia Gamer Curvo Cz238f 23.8"", 100hz, Led Full Hd, Hdmi, Vga, Srgb 99%",""
"4121274","Kabum BR","17729","promotion","","Samsung Smart Monitor Tv 32”, Hd, Plataforma Tizen™ Preta - Preto","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F886240","https://www.kabum.com.br/produto/886240","","","no","22/09/2026 16:14:44","Samsung Smart Monitor Tv 32”, Hd, Plataforma Tizen™ Preta - Preto",""
"4121273","Kabum BR","17729","promotion","","Monitor Gamer Concórdia 24"" H238g, Painel Ips, 144hz, Full Hd, Hdmi, Vga, Srgb 100%","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F1048777","https://www.kabum.com.br/produto/1048777","","","no","22/09/2026 16:14:33","Monitor Gamer Concórdia 24"" H238g, Painel Ips, 144hz, Full Hd, Hdmi, Vga, Srgb 100%",""
"4121272","Kabum BR","17729","promotion","","Headset Gamer Havit Drivers 53mm, Preto - Hv-H2002d","22/09/2026 00:00:00","22/09/2026 23:59:59","Creative & Construction","Brazil",".","https://www.awin1.com/cread.php?awinmid=17729&awinaffid=3077915&ued=https%3A%2F%2Fwww.kabum.com.br%2Fproduto%2F636029","https://www.kabum.com.br/produto/636029","","","no","22/09/2026 16:14:23","Headset Gamer Havit Drivers 53mm, Preto - Hv-H2002d",""
